2025-01-28-095317,Start,87500000,Stop,108000000,fStep,33387,Points,615,RBW,100,Each_Column=One_sweep
-81.41,-88.06,-87.25,-86.06,-88.25,-85.41,-89.44,-90.59,-85.59,-88.44,-88.78,-84.09,-83.78,-86.09,-87.28,-86.78,-85.78,-83.09,-82.78,-85.28,-85.78,-88.59,-83.28,-84.94,-85.09,-86.59,-89.59,-82.59,-87.78,-83.44,-89.94,-89.44,-85.28,-88.28,-85.28,-84.44,-83.94,-88.09,-78.59,-82.94,-85.59,-85.44,-84.28,-87.59,-85.78,-86.09,-82.94,-86.59,-84.94,-88.28
-79.56,-79.56,-85.06,-87.75,-88.06,-87.75,-87.78,-85.59,-86.78,-88.28,-85.94,-86.44,-84.59,-84.78,-85.09,-86.28,-85.09,-90.44,-90.28,-87.94,-83.28,-84.59,-86.28,-88.59,-83.94,-86.44,-87.28,-87.28,-85.28,-89.28,-86.59,-82.59,-87.44,-88.59,-89.09,-85.28,-85.28,-91.78,-83.59,-83.94,-87.09,-84.59,-86.44,-85.09,-84.78,-86.94,-85.94,-83.78,-86.78,-87.44
-84.06,-84.06,-85.75,-86.06,-83.56,-88.91,-87.94,-89.09,-83.44,-87.59,-83.59,-86.09,-85.78,-81.78,-87.59,-84.94,-84.78,-84.78,-87.59,-87.94,-83.44,-83.78,-85.59,-88.09,-86.78,-82.94,-88.59,-86.09,-85.28,-85.59,-87.44,-87.09,-84.09,-87.28,-88.09,-86.78,-84.94,-87.59,-85.94,-86.28,-86.59,-84.94,-88.28,-86.94,-83.44,-88.59,-85.78,-86.59,-86.28,-80.94
-86.25,-86.25,-88.91,-86.41,-85.91,-87.41,-89.44,-90.28,-85.94,-86.09,-86.94,-84.94,-90.94,-84.78,-88.09,-86.59,-89.28,-87.09,-90.59,-87.94,-86.28,-87.78,-84.78,-83.78,-90.28,-86.94,-88.44,-85.94,-87.94,-84.94,-90.09,-85.59,-86.94,-88.09,-81.78,-90.78,-88.28,-87.28,-89.94,-86.59,-89.44,-86.94,-85.28,-87.44,-88.09,-87.94,-86.44,-90.94,-88.28,-88.44
-84.41,-84.41,-83.25,-82.56,-85.41,-91.56,-89.94,-83.28,-85.28,-87.78,-89.59,-85.28,-84.94,-82.78,-84.09,-84.78,-81.28,-87.44,-85.44,-86.94,-83.94,-86.44,-83.94,-82.78,-84.28,-82.09,-82.59,-90.59,-85.78,-86.78,-82.78,-85.78,-87.94,-89.09,-88.28,-87.44,-86.28,-85.28,-88.94,-83.44,-87.59,-86.94,-80.78,-86.28,-88.44,-83.94,-87.59,-86.28,-86.78,-83.78
-83.91,-83.91,-87.41,-82.25,-84.91,-83.91,-85.78,-86.59,-87.09,-85.44,-86.94,-86.09,-87.28,-85.78,-86.09,-87.09,-86.44,-85.78,-81.44,-83.09,-87.28,-81.28,-85.78,-83.59,-91.09,-85.94,-87.78,-86.44,-87.28,-86.78,-85.94,-85.94,-87.59,-89.09,-88.94,-89.28,-83.44,-89.09,-88.28,-85.94,-88.28,-81.44,-84.94,-88.09,-84.78,-85.44,-85.94,-84.28,-86.78,-87.09
-85.06,-85.06,-86.06,-85.75,-83.06,-86.06,-88.28,-87.44,-89.28,-84.09,-86.09,-86.59,-87.94,-86.44,-88.28,-86.09,-84.09,-84.59,-85.44,-87.94,-83.94,-86.09,-84.09,-84.59,-86.94,-84.44,-85.09,-85.44,-87.59,-84.09,-87.44,-82.78,-90.44,-87.09,-86.09,-91.44,-87.78,-85.28,-85.44,-87.94,-85.94,-84.44,-86.78,-89.94,-87.09,-89.28,-89.94,-84.94,-89.44,-85.28
-82.91,-82.91,-86.75,-84.56,-87.41,-87.25,-86.78,-85.09,-86.28,-85.28,-85.44,-83.09,-83.78,-87.94,-82.09,-85.28,-86.28,-85.28,-88.28,-87.09,-84.28,-84.09,-84.94,-85.94,-86.59,-85.78,-84.78,-90.28,-84.59,-84.44,-85.78,-87.44,-89.94,-89.94,-85.09,-86.78,-86.28,-89.09,-85.94,-86.94,-84.44,-84.78,-83.94,-87.94,-83.09,-87.09,-87.09,-87.94,-84.94,-83.28
-86.56,-86.56,-87.06,-83.25,-87.25,-86.41,-87.44,-84.94,-87.94,-80.94,-85.44,-86.09,-86.94,-85.09,-88.44,-84.28,-90.09,-83.28,-83.28,-88.44,-86.59,-86.44,-86.94,-84.78,-89.09,-88.59,-85.28,-84.94,-86.28,-83.78,-91.09,-86.94,-84.94,-85.94,-85.09,-86.59,-86.28,-81.78,-88.59,-84.78,-90.44,-86.94,-85.78,-84.59,-86.59,-88.59,-88.28,-87.78,-86.94,-84.44
-86.41,-86.41,-84.56,-85.41,-86.25,-83.56,-84.59,-86.28,-83.59,-83.59,-89.28,-83.59,-90.09,-83.59,-82.94,-88.59,-85.59,-81.78,-85.59,-87.78,-84.59,-83.09,-84.78,-87.09,-84.28,-87.78,-83.59,-88.94,-86.59,-87.59,-87.78,-85.09,-89.28,-87.09,-84.28,-84.59,-87.09,-87.94,-87.28,-86.44,-87.44,-86.94,-84.28,-87.28,-84.09,-84.94,-88.28,-82.09,-83.44,-83.44
-79.75,-79.75,-86.06,-86.91,-84.06,-87.75,-86.09,-84.78,-85.09,-85.28,-83.78,-83.78,-83.59,-80.78,-85.09,-87.78,-84.94,-86.28,-85.94,-93.44,-83.09,-83.44,-86.44,-85.44,-84.94,-85.28,-88.09,-84.59,-84.44,-86.44,-85.09,-87.44,-84.59,-85.09,-87.59,-88.28,-83.78,-80.44,-85.09,-85.44,-82.44,-87.09,-86.94,-91.94,-86.78,-83.59,-88.94,-81.28,-84.09,-83.09
-87.91,-87.91,-86.56,-88.56,-84.06,-86.91,-85.94,-87.44,-83.78,-86.78,-84.44,-83.09,-84.94,-85.78,-85.78,-89.78,-88.78,-82.59,-86.78,-87.09,-87.44,-82.28,-88.28,-85.94,-84.78,-88.59,-85.59,-88.59,-87.78,-84.78,-91.28,-84.28,-86.44,-93.59,-85.94,-85.78,-87.28,-86.78,-87.78,-88.59,-86.59,-88.78,-87.09,-86.09,-86.59,-85.09,-88.94,-86.78,-86.94,-86.59
