24890000.00,-108.47,-104.47,-102.47,-109.47,-110.97,-107.97,-107.47,-111.47,-105.47,-110.97,-104.47,-107.47,-106.47,-110.97,-115.47,-106.47,-114.97,-110.97,-104.47,-108.97,-119.47,-106.47,-105.47,-105.47,-112.97,-108.47,-116.97,-111.47,-112.97,-107.97,-101.97,-102.47,-109.97,-109.47,-112.47,-112.47,-110.47,-107.97,-98.47,-105.47,-117.47,-113.47,-108.47,-109.47,-110.97,-112.47,-109.97,-108.47,-105.47,-109.97
24890502.00,-116.97,-104.97,-107.97,-108.97,-106.97,-110.47,-104.97,-103.97,-105.47,-111.97,-104.47,-103.97,-116.97,-110.97,-107.47,-115.97,-105.47,-113.97,-101.97,-108.47,-109.47,-99.97,-103.47,-103.47,-101.97,-105.47,-117.97,-116.47,-108.97,-112.97,-101.47,-102.97,-105.97,-110.97,-112.97,-103.47,-115.47,-105.97,-105.47,-98.47,-103.97,-111.47,-106.97,-103.97,-114.97,-103.97,-106.97,-105.47,-105.47,-107.97
24891005.00,-103.97,-104.47,-106.47,-103.47,-101.47,-102.47,-110.97,-105.97,-104.47,-105.97,-102.47,-104.97,-106.47,-106.47,-104.97,-106.47,-107.47,-108.47,-103.47,-114.47,-105.47,-106.47,-108.97,-108.97,-112.97,-104.97,-102.97,-106.47,-107.47,-104.97,-105.47,-115.97,-106.47,-105.97,-104.97,-100.47,-117.97,-111.97,-114.97,-105.47,-103.47,-101.47,-117.47,-101.97,-110.47,-111.47,-107.47,-100.97,-113.97,-110.47
24891507.00,-112.97,-99.97,-118.97,-104.97,-106.47,-105.47,-107.97,-109.97,-109.97,-111.47,-109.47,-106.47,-108.97,-104.97,-107.97,-103.47,-105.47,-105.47,-100.97,-114.97,-110.97,-103.97,-105.47,-105.47,-106.97,-101.47,-111.47,-101.97,-108.47,-100.97,-107.97,-99.97,-102.97,-114.47,-100.47,-105.97,-102.97,-114.47,-114.97,-100.47,-112.47,-111.97,-102.47,-116.97,-113.97,-108.47,-103.97,-107.47,-105.97,-106.47
24892010.00,-107.47,-102.97,-107.97,-99.97,-103.97,-100.47,-111.47,-102.47,-108.97,-107.97,-101.97,-114.47,-108.47,-106.97,-117.47,-101.97,-109.97,-112.47,-105.97,-114.47,-110.97,-105.97,-105.47,-105.47,-107.47,-109.97,-110.97,-107.47,-108.47,-112.97,-101.97,-117.47,-105.47,-109.97,-101.97,-103.47,-107.47,-102.47,-105.97,-112.97,-110.47,-101.47,-111.97,-116.47,-115.97,-103.97,-102.47,-105.97,-109.97,-97.97
24892512.00,-105.47,-110.47,-110.47,-108.47,-104.97,-99.97,-109.97,-114.47,-106.97,-103.97,-102.97,-103.47,-110.47,-99.47,-105.47,-108.47,-104.97,-105.47,-113.97,-110.97,-104.47,-105.47,-107.47,-107.47,-107.97,-107.47,-111.97,-109.97,-109.47,-117.47,-99.97,-106.47,-101.47,-114.47,-104.47,-109.47,-110.97,-100.97,-114.47,-106.47,-111.97,-102.47,-108.47,-107.97,-111.97,-109.47,-103.47,-115.47,-106.47,-107.47
24893015.00,-118.47,-112.47,-111.97,-109.97,-105.47,-102.47,-107.47,-111.47,-106.97,-107.47,-108.97,-101.47,-103.97,-113.47,-114.97,-105.47,-112.97,-111.97,-104.97,-105.47,-117.47,-104.97,-114.97,-114.97,-106.97,-110.47,-107.47,-104.97,-110.47,-116.47,-104.97,-110.97,-106.47,-105.47,-104.47,-106.97,-105.97,-117.97,-110.47,-108.47,-109.97,-112.97,-103.47,-115.97,-101.47,-106.47,-107.97,-105.47,-106.97,-107.47
24893517.00,-105.47,-105.47,-114.97,-103.47,-102.97,-108.47,-112.97,-112.97,-98.47,-107.47,-107.97,-98.97,-115.97,-105.97,-107.47,-106.47,-106.97,-101.47,-112.97,-102.97,-111.47,-109.47,-106.47,-106.47,-106.97,-101.47,-106.47,-103.47,-112.47,-104.47,-101.47,-103.97,-107.97,-110.47,-109.97,-103.97,-102.47,-109.97,-108.97,-107.97,-109.47,-109.97,-100.97,-104.47,-105.97,-110.47,-108.97,-101.97,-110.47,-107.47
24894020.00,-106.47,-105.97,-101.97,-106.47,-108.97,-113.97,-105.97,-111.97,-98.47,-113.47,-100.97,-110.97,-107.97,-104.97,-112.47,-109.97,-115.97,-101.47,-109.47,-99.47,-106.97,-106.97,-106.47,-106.47,-105.47,-105.97,-107.47,-103.47,-98.47,-104.97,-106.47,-105.47,-106.47,-109.47,-98.97,-102.97,-109.47,-114.47,-111.97,-101.47,-107.47,-107.47,-108.47,-110.97,-104.47,-116.47,-103.47,-109.47,-109.47,-110.97
24894522.00,-112.97,-105.97,-100.97,-110.97,-114.47,-112.47,-110.47,-106.97,-101.47,-107.97,-102.47,-111.47,-113.97,-112.97,-111.47,-113.97,-106.47,-110.47,-104.47,-104.97,-110.97,-102.47,-108.97,-108.97,-104.47,-102.97,-106.97,-108.47,-112.97,-105.47,-103.47,-112.97,-101.47,-110.97,-110.97,-108.97,-104.47,-107.97,-106.97,-106.97,-106.47,-113.97,-101.97,-114.97,-100.47,-107.97,-107.47,-106.47,-109.97,-103.47
