2390000000.00,-117.06,-116.53,-114.06,-116.03,-117.06
2390100166.00,-115.03,-112.03,-112.03,-111.06,-115.03
2390200333.00,-113.53,-115.56,-115.56,-110.06,-113.53
2390300500.00,-117.06,-113.03,-113.03,-112.56,-117.06
2390400667.00,-110.56,-110.56,-110.56,-116.06,-110.56
2390500834.00,-112.56,-109.53,-109.53,-109.06,-112.56
2390601001.00,-109.03,-109.53,-109.53,-108.53,-109.03
2390701168.00,-110.53,-111.56,-111.56,-111.56,-110.53
2390801335.00,-115.03,-116.03,-116.03,-112.56,-115.03
2390901502.00,-115.53,-111.03,-111.03,-114.03,-115.53
2391001669.00,-110.53,-114.03,-114.03,-115.56,-110.53
2391101836.00,-113.06,-112.53,-112.53,-110.06,-113.06
2391202003.00,-113.03,-114.03,-114.03,-115.56,-113.03
2391302170.00,-111.06,-112.56,-112.56,-116.03,-111.06
2391402337.00,-117.03,-109.53,-109.53,-108.56,-117.03
2391502504.00,-112.03,-117.03,-117.03,-110.53,-112.03
2391602671.00,-112.03,-116.56,-116.56,-110.53,-112.03
2391702838.00,-112.56,-111.53,-111.53,-110.53,-112.56
2391803005.00,-113.06,-112.53,-112.53,-113.53,-113.06
2391903171.00,-116.03,-114.06,-114.06,-111.06,-116.03
2392003338.00,-118.03,-111.06,-111.06,-113.06,-110.03
2392103505.00,-108.56,-113.03,-113.03,-115.53,-112.03
2392203672.00,-112.53,-114.53,-114.53,-113.53,-109.53
2392303839.00,-112.03,-111.53,-111.53,-113.06,-116.03
2392404006.00,-115.06,-110.56,-110.56,-110.53,-114.53
2392504173.00,-112.53,-112.56,-112.56,-108.03,-110.03
2392604340.00,-112.56,-111.06,-111.06,-112.53,-114.03
2392704507.00,-112.56,-113.06,-113.06,-112.53,-111.53
2392804674.00,-112.53,-113.03,-113.03,-114.03,-112.53
2392904841.00,-111.06,-117.56,-117.56,-112.03,-116.53
2393005008.00,-110.06,-114.06,-114.06,-113.06,-112.06
2393105175.00,-112.56,-115.03,-115.03,-113.06,-109.06
2393205342.00,-110.56,-113.06,-113.06,-109.06,-109.53
2393305509.00,-111.53,-111.03,-111.03,-111.06,-113.03
2393405676.00,-111.53,-114.06,-114.06,-110.03,-109.53
2393505843.00,-109.53,-112.06,-112.06,-108.03,-112.03
2393606010.00,-109.56,-111.53,-111.53,-111.06,-112.03
2393706176.00,-109.03,-113.53,-113.53,-114.06,-115.06
2393806343.00,-113.06,-113.03,-113.03,-105.03,-113.56
2393906510.00,-113.06,-111.06,-111.06,-111.56,-111.06
2394006677.00,-113.06,-113.53,-113.53,-112.56,-114.56
2394106844.00,-110.03,-115.56,-115.56,-111.56,-113.06
2394207011.00,-110.56,-113.56,-113.56,-112.06,-111.53
2394307178.00,-114.03,-114.56,-111.03,-112.53,-114.06
2394407345.00,-116.06,-110.06,-115.03,-109.56,-109.56
2394507512.00,-112.06,-109.56,-107.03,-112.53,-114.06
2394607679.00,-115.03,-113.06,-110.03,-115.56,-109.56
2394707846.00,-115.06,-114.56,-113.56,-110.53,-115.03
2394808013.00,-113.56,-115.56,-111.06,-110.03,-110.06
2394908180.00,-109.03,-119.03,-112.03,-112.03,-112.56
2395008347.00,-112.53,-111.53,-112.53,-110.56,-113.06
2395108514.00,-114.53,-114.06,-111.03,-118.06,-110.53
2395208681.00,-113.03,-109.53,-113.06,-113.06,-116.56
2395308848.00,-111.03,-113.53,-118.53,-113.06,-117.06
2395409015.00,-113.53,-111.53,-108.53,-111.03,-113.53
2395509181.00,-111.53,-108.53,-111.53,-112.53,-109.03
2395609348.00,-113.53,-112.53,-111.56,-117.06,-109.56
2395709515.00,-113.56,-111.53,-119.03,-113.53,-111.03
2395809682.00,-110.03,-110.03,-110.03,-114.53,-113.03
2395909849.00,-115.06,-108.56,-112.53,-113.03,-111.53
2396010016.00,-110.56,-108.56,-110.56,-113.03,-118.03
2396110183.00,-113.53,-111.53,-115.03,-118.03,-114.56
2396210350.00,-116.06,-111.53,-113.56,-111.56,-115.03
2396310517.00,-112.56,-112.06,-112.06,-114.03,-116.56
2396410684.00,-113.56,-108.06,-108.06,-115.03,-112.56
