24890000.00,-110.47,-106.47,-109.47,-107.47,-111.47,-100.47,-100.97,-103.47,-105.97,-102.97,-112.47,-107.97,-110.97,-112.47,-115.47,-105.47,-107.97,-109.47,-103.47,-111.47,-105.47,-105.47,-104.97,-107.47,-113.97,-106.47,-115.97,-97.47,-115.97,-106.47,-102.47,-111.97,-112.97,-103.97,-109.47,-105.97,-103.97,-103.97,-106.97,-104.97,-103.97,-108.47,-96.97,-109.47,-101.47,-108.97,-116.47,-102.47,-107.97,-101.47
24890502.00,-118.97,-102.97,-107.97,-107.47,-107.47,-101.47,-106.47,-110.97,-110.47,-101.47,-112.47,-105.97,-107.47,-113.47,-109.97,-105.97,-106.97,-108.47,-109.97,-112.97,-105.97,-105.97,-108.47,-108.97,-112.47,-106.97,-115.97,-96.97,-109.97,-99.97,-102.47,-107.47,-117.97,-105.47,-101.97,-106.47,-101.97,-106.97,-104.47,-112.47,-110.97,-111.47,-103.47,-111.47,-108.97,-110.47,-107.97,-102.97,-116.97,-107.47
24891005.00,-105.97,-105.97,-104.97,-104.97,-116.97,-100.97,-102.97,-106.97,-104.97,-108.47,-109.47,-106.47,-105.97,-97.97,-116.47,-102.47,-106.47,-105.47,-120.97,-104.97,-112.97,-112.97,-109.97,-115.97,-108.97,-118.97,-103.47,-108.97,-106.47,-104.47,-103.47,-106.97,-102.47,-107.97,-106.97,-114.47,-108.97,-110.97,-109.47,-114.47,-109.47,-101.47,-104.47,-109.47,-105.47,-108.97,-106.47,-104.97,-104.47,-104.97
24891507.00,-107.97,-100.47,-115.97,-105.47,-101.97,-112.97,-102.47,-111.97,-117.47,-104.97,-109.47,-106.47,-108.97,-110.47,-103.97,-109.47,-103.97,-106.47,-116.47,-104.97,-112.97,-112.97,-109.47,-106.97,-107.47,-102.97,-108.97,-101.97,-108.47,-107.47,-100.47,-114.97,-116.47,-100.97,-106.97,-104.97,-103.47,-113.97,-116.47,-111.97,-109.47,-109.97,-105.47,-104.97,-108.47,-107.97,-113.47,-106.97,-114.97,-106.47
24892010.00,-119.47,-104.47,-100.97,-115.47,-116.97,-113.47,-105.47,-112.97,-111.47,-109.97,-107.47,-106.47,-109.97,-107.97,-103.47,-106.97,-112.97,-105.97,-102.47,-104.47,-104.97,-104.97,-106.47,-107.47,-114.47,-119.47,-106.97,-108.97,-114.47,-108.97,-100.97,-107.97,-107.97,-114.47,-109.97,-104.47,-107.47,-100.97,-113.97,-106.47,-118.47,-114.97,-101.97,-105.97,-104.47,-104.47,-108.97,-109.47,-106.97,-111.97
24892512.00,-107.97,-109.97,-103.97,-111.97,-110.97,-104.97,-100.97,-112.97,-102.47,-97.97,-111.47,-107.97,-110.97,-108.47,-106.97,-97.47,-103.97,-114.97,-112.47,-106.47,-103.47,-103.47,-111.97,-107.47,-106.47,-103.97,-105.97,-105.47,-105.47,-99.47,-108.97,-104.97,-107.47,-108.47,-107.47,-101.97,-107.47,-105.97,-113.97,-106.97,-107.97,-114.47,-103.47,-113.47,-105.47,-100.47,-104.97,-102.97,-110.97,-102.47
24893015.00,-102.47,-106.97,-107.47,-118.97,-115.97,-107.47,-100.47,-102.47,-104.47,-108.47,-110.97,-110.97,-112.47,-105.47,-107.97,-107.97,-104.47,-108.47,-112.47,-102.47,-110.47,-110.47,-108.97,-108.47,-113.47,-117.47,-114.97,-103.47,-105.97,-106.97,-97.47,-111.47,-115.97,-104.97,-112.47,-104.47,-107.47,-108.47,-113.47,-104.47,-106.47,-105.47,-101.97,-107.47,-114.47,-120.47,-112.47,-105.47,-109.47,-108.97
24893517.00,-110.47,-108.47,-101.47,-105.97,-106.47,-110.97,-109.97,-115.97,-110.97,-111.97,-119.97,-119.97,-110.47,-104.97,-103.47,-105.47,-104.47,-101.97,-114.97,-104.47,-108.97,-108.97,-108.97,-104.97,-109.97,-107.47,-108.97,-105.47,-107.47,-108.97,-113.47,-113.47,-114.97,-103.97,-110.47,-110.97,-105.47,-112.97,-109.47,-106.97,-112.97,-98.47,-101.47,-108.97,-100.97,-109.97,-111.47,-112.47,-114.47,-115.47
24894020.00,-110.47,-111.47,-106.47,-109.97,-111.97,-103.47,-99.47,-109.97,-108.97,-103.47,-111.97,-111.97,-105.97,-106.47,-108.47,-105.47,-105.97,-115.47,-105.47,-116.47,-106.47,-106.47,-102.97,-106.97,-113.47,-105.97,-111.47,-98.97,-108.97,-104.97,-107.97,-111.47,-112.97,-101.47,-105.47,-105.47,-106.97,-109.97,-110.97,-118.47,-115.47,-111.47,-107.97,-107.97,-106.47,-106.97,-104.47,-101.97,-109.97,-107.97
24894522.00,-105.97,-106.97,-102.97,-106.97,-117.47,-116.97,-101.47,-106.97,-109.47,-105.47,-106.47,-106.47,-110.97,-97.97,-107.97,-109.47,-107.47,-107.97,-110.47,-106.97,-117.47,-117.47,-107.47,-98.47,-112.97,-107.47,-113.47,-105.47,-113.97,-105.47,-100.97,-112.97,-112.47,-104.97,-98.97,-104.97,-107.97,-114.47,-105.47,-109.47,-105.47,-101.97,-102.97,-113.47,-106.97,-113.47,-109.97,-102.47,-117.97,-113.97
