2390000000.00,-114.03,-114.53,-113.03,-111.03,-113.53
2390100166.00,-112.56,-111.56,-111.56,-117.53,-112.56
2390200333.00,-114.06,-114.03,-114.03,-122.03,-114.06
2390300500.00,-113.56,-112.53,-112.53,-111.06,-113.56
2390400667.00,-112.06,-112.03,-112.03,-114.53,-112.06
2390500834.00,-114.03,-115.56,-115.56,-112.03,-114.03
2390601001.00,-115.53,-109.56,-109.56,-112.06,-115.53
2390701168.00,-114.56,-113.53,-113.53,-110.53,-114.56
2390801335.00,-113.06,-110.53,-110.53,-110.06,-113.06
2390901502.00,-113.03,-113.53,-113.53,-112.53,-113.03
2391001669.00,-119.03,-112.06,-112.06,-115.53,-119.03
2391101836.00,-112.03,-109.56,-109.56,-111.53,-112.03
2391202003.00,-113.03,-114.03,-108.06,-108.06,-113.03
2391302170.00,-114.03,-110.03,-110.53,-110.53,-114.03
2391402337.00,-112.56,-115.03,-115.03,-115.03,-112.56
2391502504.00,-116.06,-117.03,-113.03,-113.03,-116.06
2391602671.00,-111.53,-109.53,-112.56,-112.56,-111.53
2391702838.00,-111.53,-110.06,-110.56,-110.56,-111.53
2391803005.00,-111.53,-111.56,-112.06,-112.06,-111.53
2391903171.00,-113.06,-112.53,-111.53,-111.53,-113.06
2392003338.00,-113.03,-111.06,-116.03,-116.03,-113.03
2392103505.00,-111.06,-112.06,-112.03,-112.03,-111.06
2392203672.00,-115.03,-116.03,-114.56,-114.56,-115.03
2392303839.00,-110.06,-113.53,-112.53,-112.53,-110.06
2392404006.00,-115.03,-110.53,-112.06,-112.06,-115.03
2392504173.00,-110.06,-112.03,-114.53,-114.53,-110.06
2392604340.00,-109.06,-113.03,-113.56,-113.56,-109.06
2392704507.00,-115.06,-115.06,-110.06,-110.06,-115.06
2392804674.00,-112.56,-115.03,-114.56,-114.56,-112.56
2392904841.00,-110.06,-113.56,-114.56,-114.56,-110.06
2393005008.00,-112.06,-113.53,-115.03,-115.03,-112.06
2393105175.00,-115.06,-112.03,-111.03,-111.03,-115.06
2393205342.00,-115.03,-116.03,-113.53,-113.53,-115.03
2393305509.00,-113.06,-118.03,-115.06,-115.06,-113.06
2393405676.00,-111.56,-115.06,-113.03,-113.03,-111.56
2393505843.00,-110.53,-116.03,-113.53,-113.53,-110.53
2393606010.00,-117.03,-112.56,-111.03,-111.03,-117.03
2393706176.00,-112.56,-112.56,-112.03,-114.53,-112.56
2393806343.00,-113.56,-113.56,-110.53,-113.56,-113.56
2393906510.00,-110.56,-113.53,-114.56,-112.53,-110.56
2394006677.00,-110.03,-113.03,-117.03,-108.53,-110.03
2394106844.00,-106.06,-110.06,-109.06,-113.53,-108.53
2394207011.00,-111.03,-115.53,-115.56,-111.06,-115.03
2394307178.00,-116.03,-115.56,-113.56,-112.56,-115.03
2394407345.00,-110.53,-109.56,-109.53,-115.06,-109.56
2394507512.00,-116.53,-113.03,-110.56,-110.56,-112.06
2394607679.00,-111.03,-109.56,-113.56,-116.03,-113.53
2394707846.00,-110.06,-112.53,-112.53,-110.06,-110.53
2394808013.00,-109.56,-111.56,-112.56,-113.06,-116.53
2394908180.00,-110.53,-111.53,-112.56,-119.53,-110.06
2395008347.00,-112.53,-112.53,-116.56,-112.03,-111.03
2395108514.00,-107.03,-109.56,-111.03,-110.56,-112.53
2395208681.00,-112.56,-112.06,-111.56,-110.53,-112.03
2395308848.00,-121.56,-108.53,-113.53,-111.06,-109.06
2395409015.00,-117.53,-112.06,-110.06,-115.03,-110.56
2395509181.00,-113.56,-110.53,-110.06,-111.06,-109.06
2395609348.00,-115.53,-114.56,-110.56,-114.06,-112.03
2395709515.00,-114.03,-110.03,-108.53,-119.03,-112.56
2395809682.00,-112.03,-115.03,-111.53,-112.56,-116.53
2395909849.00,-114.03,-113.56,-111.56,-111.03,-108.56
2396010016.00,-113.06,-112.53,-113.56,-112.53,-109.06
2396110183.00,-112.53,-116.03,-110.06,-111.53,-115.53
2396210350.00,-116.53,-112.56,-112.53,-110.56,-112.03
2396310517.00,-112.06,-111.03,-114.53,-117.56,-113.03
2396410684.00,-110.03,-111.03,-114.53,-111.03,-112.53
