2390000000.00,-109.56,-111.06,-114.03,-111.56,-112.53
2390100166.00,-110.06,-113.06,-114.03,-110.03,-110.06
2390200333.00,-114.53,-113.06,-113.06,-112.56,-114.53
2390300500.00,-114.03,-111.06,-111.06,-110.56,-114.03
2390400667.00,-113.56,-112.53,-112.53,-114.56,-113.56
2390500834.00,-114.53,-115.53,-115.53,-109.06,-114.53
2390601001.00,-111.06,-110.56,-110.56,-111.56,-111.06
2390701168.00,-111.03,-112.53,-112.53,-110.06,-111.03
2390801335.00,-110.53,-112.53,-112.53,-113.53,-110.53
2390901502.00,-112.56,-111.06,-111.06,-109.03,-112.56
2391001669.00,-114.03,-114.53,-114.53,-110.56,-114.03
2391101836.00,-116.53,-112.06,-112.06,-110.53,-116.53
2391202003.00,-114.53,-115.03,-115.03,-116.53,-114.53
2391302170.00,-113.53,-116.56,-116.56,-111.06,-113.53
2391402337.00,-113.03,-113.53,-113.53,-111.06,-113.03
2391502504.00,-114.56,-111.56,-111.56,-111.53,-114.56
2391602671.00,-115.06,-112.06,-112.06,-115.03,-115.06
2391702838.00,-116.03,-113.53,-113.53,-117.03,-116.03
2391803005.00,-114.53,-116.53,-116.53,-110.56,-114.53
2391903171.00,-111.03,-110.06,-110.06,-109.53,-111.03
2392003338.00,-111.03,-112.06,-112.06,-115.56,-111.03
2392103505.00,-112.53,-110.56,-110.56,-114.56,-112.53
2392203672.00,-113.53,-114.56,-116.53,-116.53,-113.53
2392303839.00,-115.06,-111.06,-112.56,-112.56,-115.06
2392404006.00,-116.03,-111.03,-111.56,-111.56,-116.03
2392504173.00,-110.53,-112.06,-112.03,-112.03,-113.56
2392604340.00,-110.03,-110.06,-118.03,-118.03,-114.53
2392704507.00,-116.06,-111.03,-110.53,-110.53,-109.56
2392804674.00,-111.53,-110.53,-115.03,-115.03,-123.03
2392904841.00,-112.53,-114.06,-113.53,-113.53,-118.03
2393005008.00,-108.53,-110.03,-114.03,-114.03,-114.03
2393105175.00,-111.06,-108.06,-111.03,-111.03,-115.53
2393205342.00,-112.56,-108.56,-112.53,-112.53,-112.06
2393305509.00,-112.56,-112.53,-111.53,-111.53,-113.53
2393405676.00,-113.53,-111.03,-116.03,-116.03,-110.53
